Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
123257687,"Assistant to the Villain (Assistant to the Villain, #1)",Hannah Nicole Maehrer,"Maehrer, Hannah Nicole",,"=""1649375808""","=""9781649375803""",5,3.92,Entangled Publishing: Red Tower Books,Paperback,342,2023,2023,2024/04/17,2024/04/17,"couldnot-put-down, top-5-2024","couldnot-put-down (#22), top-5-2024 (#2)",read,"I did not know hunger until I consumed this book in 2 days. My word. I relate to our main character Evie too well; I'm more than convinced that Hannah Nicole Maehrer was the one spying on me through my bedroom posters instead of the boy bands I fantasized about.<br/><br/>Finally a man who falls in love with a woman's humor and honesty in the YA Fantasy genre. I did not know I craved such a pairing: the brooding villain and the one person who makes him laugh. It's Grumpy/Sunshine to be sure but Evie's dark humor and off-beat comments adds an extra layer to the trope. She's capable of violence and mischief and that makes their dynamic all the more enticing. I'm giggling, kicking my feet as I write this review and recall all the moments they share together. Which is a lot and I still crave more.<br/><br/>I will admit that the writing style is something you have to push through in the beginning. It's almost cringy reading Evie's first inside thoughts that often become outside thoughts, but the writing only strengthens as you read and I enjoyed the plot and character exchanges way too much to care.<br/><br/><img src=""https://media.tenor.com/Ff9pqUUQj0oAAAAC/gordon-ramsay-finally.gif"" />",,,1,0
39073285,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.58,Square Fish,Paperback,576,2018,2016,2024/05/14,2024/05/07,books-that-made-me-cry,books-that-made-me-cry (#6),read,"I'm so sad to already say goodbye to this ensemble of outcasts! I loved watching them triumph over their pasts, throw themselves in dangerous situations only to escape by the skin of their teeth, and grow closer together as friends (and sometimes more). Overall, an excellent, exciting read that both devastates and elates me. Though I gave myself light spoilers for Shadow & Bone, I'm still eager to read more into the Grishaverse!",,,1,0
75546616,"A Court of Hearts and Hunger (Wicked Darlings, #2)",Rebecca F. Kenney,"Kenney, Rebecca F.",,"=""""","=""""",5,3.91,Rebecca F. Kenney,Kindle Edition,443,2023,2023,2024/05/06,2024/05/04,"indie-darlings, couldnot-put-down","indie-darlings (#4), couldnot-put-down (#25)",read,"I don't want to explain myself so this is me in horny jail because yes it has detailed spice but also strong storytelling, character motivations, and stakes. If the first book was too much for you, the restraint in this one is *chefs kiss*.<br/><br/><img src=""https://media1.tenor.com/m/Zm0-UHluehwAAAAC/jail.gif"" width=""200"" height=""150""></image>",,,1,0
49399858,"Vampires, Hearts, & Other Dead Things",Margie Fuston,"Fuston, Margie",,"=""""","=""""",5,3.57,Margaret K. McElderry Books,Hardcover,320,2021,2021,2024/04/30,2024/04/27,books-that-made-me-cry,books-that-made-me-cry (#5),read,"Much like our main character, I felt a lot of emotions threaded throughout this story. Fuston manages to balance humor, gravity, fear, and excitement in her writing style and character interactions. I often found myself rereading sentences just because I couldn't get over how beautifully crafted they were. And there were moments where I laughed out loud and cried to no one in particular. Nothing is wasted; everything has its place. I love the message and mystery, themes and surprises. This book feels so real and grounded for a story revolved around vampires and their mythos. If I book a trip to New Orleans, don't be surprised.<br/><br/><blockquote>This city is a vampire--beautiful and old and seductive, living off the energy of the people it attracts. I do love the night already, the way the neon bar signs contrast with the old gas lamps and make the puddles of water from the summer thunderstorms glow like portals to another place and time, but nobody steps in them because nobody wants to be anywhere but here.</blockquote>",,,1,0
63257044,"A Court of Sugar and Spice (Wicked Darlings, #1)",Rebecca F. Kenney,"Kenney, Rebecca F.",,"=""""","=""""",4,3.42,Rebecca F. Kenney,Kindle Edition,373,2022,2022,2024/02/07,2024/02/03,"couldnot-put-down, indie-darlings","couldnot-put-down (#18), indie-darlings (#3)",read,Honestly...,,,1,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",3,4.14,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,2024/04/26,2024/04/25,couldnot-put-down,couldnot-put-down (#24),read,"Barnes still knows how to enthrall me six years later with <i>The Inheritance Games</i>. For context, I had no idea that this author also wrote <i>The Naturals</i>, a book I read in high school for my Forensic Science class. She uses a lot of the same concepts, tropes, and mysteries here, just more in lieu with <i>Pretty Little Liars</i> and <i>Knives Out</i> than <i>Criminal Minds</i>.<br/><br/>The story works really well building upon layers of mystery with a cast of eccentric characters who express themselves as one thing while hiding something else beneath the surface. I enjoyed trying to figure out the clues myself before our main character Avery did, and I love every detail the author goes to show the complete disconnect between extreme wealth and the lifestyle our lead is used to.<br/><br/>However, in order to have a lot of suspects, a lot of characters end up underutilized or not necessary for the story at large. And the love triangle that takes up most scenes alongside the scavenger hunt isn't all that believable. Despite devoting so much time to Grayson and Jamie alongside Avery, their relationship to her comes off as surface-level and unearned. We get one or two scenes of a better understanding but we needed so much more for this love triangle to functionally work. I imagine the second book will dig its claws deeper into the romance trope, but as of right now, Barnes could have easily removed some elements and made this a great standalone.",,,1,0
34567499,Heartless,Marissa Meyer,"Meyer, Marissa",,"=""1250148189""","=""9781250148186""",5,4.09,Square Fish,Paperback,480,2018,2016,2024/01/14,2024/01/11,"couldnot-put-down, books-that-made-me-cry, top-5-2024","couldnot-put-down (#15), books-that-made-me-cry (#3), top-5-2024 (#1)",read,"I am a fool for this book. An absolute fool.<br/><br/>Marissa Meyer writes Lewis Carroll's wonderland world well (try saying that 5 times fast). I fell in love by the end of Chapter 1 with Catherine's character and realizing she was late because the Cuckoo clock cuckoo fell asleep. That is just the beginning of how involved this wonderland is and how the characters move through it. And Jest is so utterly charming. His introduction is so intricate; I imagine Meyer wrote these chapters with a Cheshire grin on her face. I found myself re-reading their meet-cute, and every time there was an <i>inkling</i> he could show up on the page, I was in as much anticipation as Catherine was. I'm in more shambles than I expected with the ending. Do not take the happy ending of the Lunar Chronicles for granted with this one!",,,1,0
75349200,The Emerald Queen Rises (The Emerald Queen Series Book 1),Maegwen Salley-Massie,"Salley-Massie, Maegwen",,"=""""","=""9798987052525""",0,4.22,Green Ferns Publishing House,Kindle Edition,374,2022,,2024/04/05,2023/12/16,indie-darlings,indie-darlings (#1),read,,,,1,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",4,4.07,Tor,Kindle Edition,296,2022,2022,2024/03/25,2024/03/22,,,read,Oh to purchase an iced latte for 1 1/2 copper bits.,,,1,0
60784546,"Divine Rivals (Letters of Enchantment, #1)",Rebecca   Ross,"Ross, Rebecca",,"=""1250857430""","=""9781250857439""",3.5,4.16,Wednesday Books,Hardcover,357,2023,2023,2024/03/19,2024/03/13,books-that-made-me-cry,books-that-made-me-cry (#4),read,"3.5 ⭐<br/><br/>I thoroughly enjoyed most of this book, about 3/4ths. The conflict is clear, devastating, and well-paced. Real Violet Evergarden vibes with its emphasis on writing letters that connect us together, which I adore. My heart was on fire when the story really kicks off, when Iris makes a decision that is so shocking and unexpected, it felt like she took control of the narrative. Threw everyone ready to play their parts for a complete loop, including myself as reader.<br/><br/>My criticism is a compound of little things becoming large, irritating problems that are easy to rant about. First and foremost, if you're looking for a rivals-to-lovers or an enemies-to-lovers as this book markets itself, then you'll be severely disappointed. The first chapter is so well done establishing Roman and Iris as competitors for the same position, but after that first interaction, their rivalry is lukewarm at best. Jesus would spit it out. If we were going to do a 5 month time jump between the Prologue and Chapter 1, we need more context for Roman and Iris's relationship. How long have they been competing? What are other past examples not yet revealed when they faced off? All we get is a comment or two about winning/losing but not anything we can latch on to. We're just told and expected to be in agreeance. I enjoyed when Roman shows up in the latter half of the book and Iris is convinced he's there to one-up her. That was fun. We needed more of that in the beginning. Now if you're here for a love story where the boy falls hard, then you're in the right place because boy oh boy does Roman fall HARD and it's glorious.<br/><br/>Secondly, and this bothered me as an editor/writer, why is Iris calling her mother by her first name? It would have been an incredible literary device for Iris's POV to use Aster when she's actively separating her mother from the alcoholic she has to deal with. Aster is used randomly and seems to only break up the word ""mom"" when that's not necessary. There's another line later on about how every woman in her family is named after flowers, but we didn't need Aster before this for us to understand. Just one line about ""hey my mom's name is Aster and mine is Iris isn't that neat"" and we're good.<br/><br/>And then thirdly, Iris needed more internal dialogue. I always understood how Roman felt and why he did things. The ending especially is when I needed Iris to explain herself the most. The ending is great; it's tense, there's drama, regret, and loss but Iris is way too passive afterwards. I need to know why because everything else about her character screams otherwise. Just a few lines Rebecca. I needed a few lines to just gaslight me into believing her final actions are justified and a little more internal dialogue to understand what she'll do in the sequel.",,,1,0
58870833,Heir of Blood and Secrets,Linda Xia,"Xia, Linda",,"=""1636767931""","=""9781636767932""",5,4.13,New Degree Press,Paperback,245,2021,2021,,2021/09/15,,,read,"""Heir of Blood and Secrets"" is the comfort must-read for fans of YA dystopia. Surprising twists and turns knotted my stomach and kept me engaged throughout. The world of Devovea is lively with cyberpunk aesthetics, classist tension, and racial undertones--a recipe for delicious disaster. Linda Xia’s writing style also contributes to a well-paced and consistently escalated story. Even in the lighthearted moments of the book, the stakes are daunting. I look forward to the next installment!<br/><br/>*Update*: Bumped up to a 5 because I still think about this book on a regular basis. Incredibly memorable and I might re-read, which I hardly do.",,,1,0
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,"=""1476746583""","=""9781476746586""",4,4.31,Scribner,Hardcover,544,2014,2014,2024/03/10,2024/03/04,,,read,"I'm devastated, but what else did I expect from a World War 2/Nazi story? If you love <i>The Book Thief</i> or <i>JoJo Rabbit</i>, this one is also a must-read. They share a lot of similar themes, but what Doerr does to stand apart is a dual pov between a Hitler youth and a blind French girl as they understand the world and time they share + a string of metaphors that always (by some miracle) makes you feel detached from the horrid reality and closer to it.<br/><br/>In all honesty, if I can be honest with you, this book gives me delulu confidence that I too can be a Pulitzer Price winner. Not because it's bad but because the prose starts simple and becomes more complicated over time and I love figurative language. Maybe I never will just because this is a World War 2 book and people tend to love these kinds of stories. I also read stuff in this book that I read before on tumblr posts <i>twice</i> and though they fit well within the story, I can't get that preface out of my mind. Maybe Doerr wrote about the boiling frog metaphor and 'history is written by the winners' speech first, but it took me out of the story so fast. I could not properly recover.",,,1,0
59251223,"Cursed (Gilded, #2)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",5,3.99,Feiwel & Friends,Hardcover,485,2022,2022,2024/02/22,2024/02/22,couldnot-put-down,couldnot-put-down (#19),read,"If Marissa Meyer wasn't already one of my favorite authors, this book solidifies that claim. <i>Cursed</i> is fast-paced, tense, and so well done. I love how the Erlking always reminds you of his cruelty as he also shows something more sincere. Meyer teases an enemies to lovers, and I am not complaining. You really feel like you're in the main character's shoes too. Never quite knowing where she stands, if she's making the right choices, and always, always discovering something unexpected and new as the story twists and turns. If you're a writer as much as a reader of fairy-tale retellings, this duology (and Meyer as a whole) is a must read.",,,1,0
62259482,A Trip to Elsewhere,Kacie Iuvara,"Iuvara, Kacie",,"=""""","=""""",0,4.82,New Degree Press,Kindle Edition,345,2022,,,2024/02/27,to-read,to-read (#19),to-read,,,,0,0
56614597,"Gilded (Gilded, #1)",Marissa Meyer,"Meyer, Marissa",,"=""1250618843""","=""9781250618849""",4,3.87,Feiwel and Friends,Hardcover,502,2021,2021,2024/02/15,2024/02/10,couldnot-put-down,couldnot-put-down (#20),read,"The closest Marissa Meyer has gotten to writing a Fae story, and I am incredibly thankful. What a rollercoaster. I was worried about the main character the entire time and for good reason. As usual, none of the characters are wasted and the romance had me swooning on their third interaction. The pacing does suffer a little from the monthly schedule the story sets for itself but that could also be my impatience to see the Erlking again. Started the second immediately.",,,1,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,"=""0316310409""","=""9780316310406""",5,4.34,"Little, Brown",ebook,321,2019,2019,2024/02/03,2024/01/30,couldnot-put-down,couldnot-put-down (#17),read,"After the 2nd book's ending, I picked this one up immediately after. I love how the progression of this book goes in a completely different way than I expected. Holly Black tends to do that to me in this series, and I'm still surprised. Something that has fascinated me throughout this whole series is the relationship between Jude and her adopted father and <i>The Queen of Nothing</i> uses that dynamic to its fullest extent. The same goes for the romantic beats between Cardan and Jude, the familial moments between Jude and her two sisters, and her friendships within the Court of Shadows. Everything comes to fruition for better or for worst. Time to go buy the Barnes & Noble exclusive edition to read those letters!!",,,1,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",5,4.28,"Little, Brown Books for Young Readers",ebook,336,2019,2019,2024/01/29,2024/01/29,couldnot-put-down,couldnot-put-down (#16),read,"Everything I adored about the first is amplified in this sequel. A lot more forced proximity is at play which bodes well for an enemies-to-lovers, and I found myself staying up later and later at night just so I could read it more. I genuinely wish I could draw just so I could create fanart of my favorite scenes. Characters who are background players are used more as the stakes escalate, and I love how the Undersea and Nicasia bring a dangerous complexity to both the world of Faerie and Jude/Cardan's relationship. The ending broke me. How cruel and wicked we forget.",,,1,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""0316310271""","=""9780316310277""",5,4.02,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,2024/01/26,2024/01/23,,,read,"The Cruel Prince is actually cruel let's go! I couldn't wait to read this book, and I'm so glad that the pacing and sentence structure makes this for an easy read. Jude is a relentlessly relatable main character who takes her hits, gets back up, and learns to be more clever as she goes. I loved every interaction she had with Cardan; none of them miss and Holly Black is smart when Jude's thoughts go to him when he's not there. You think about someone you hate just as much as you think about someone you love, and this book takes every opportunity to own that. Though I figured out pieces of the third act, there were still surprises along the way and great moments to see characters in a new light. I am steamrolling into my fae phase.",,,1,0
39679076,"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,"Craig, Erin A.",,"=""1984831925""","=""9781984831927""",4.5,3.90,Delacorte,Hardcover,403,2019,2019,2024/01/21,2024/01/15,reader-suggested,reader-suggested (#9),read,"4.5 ⭐<br/><br/>Murder mystery meets 12 Dancing Princesses = a shocking, dark and terrifying read. The world Erin Craig introduces is so well done, natural, and eases you in. None of the exposition feels like it's being fed to you or out of place. I could not figure out the mystery as the story unfolded before me, but the reveal makes so much sense once everything falls into place. And the supernatural touches made this for a much more enticing read. There are a few loose ends in terms of side characters (Ivor is introduced in a way that makes him feel important but then he's not) and I often melted the sisters together because there are 12 of them and the most memorable ones are dead. To give Craig credit where credit is due, the attention to detail strengthens when she focuses in on one sister or a group of them for some great scary/tense scenes. Will be reading Book 2!",,,1,0
123209481,A Twist of Fate,Emmarie Bee,"Bee, Emmarie",,"=""""","=""9798986936918""",0,4.00,Emmarie Bee,Kindle Edition,381,2023,,,2024/01/20,to-read,to-read (#18),to-read,,,,0,0
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,"=""1982150920""","=""9781982150921""",4.5,3.78,Scribner,Paperback,209,2020,2017,2024/01/07,2024/01/04,couldnot-put-down,couldnot-put-down (#14),read,"4.5 ⭐<br/><br/>If you're looking for a modern dystopian classic, this is it. Bazterrica has placed herself among writers like Aldous Huxley and Upton Sinclair (<i>Brave New World</i> and <i>The Jungle</i> being the two novels that remind me of this story).<br/><br/>I genuinely couldn't stop reading and when I did, I often found myself picking it back up again. The world is well-thought out in all its disturbing glory. I can't believe this book fooled me. Shocks cover to cover, and the ending is no different. The only part that was difficult for me to believe was Marcos's distrust of the government. The cracks in his foundation are there, but it just felt convenient that he was a conspiracist and openly defied the societal norm regarding birds and other animals.<br/><br/>I'm also so glad this was written by a woman or else I would be very concerned.",,,1,0
52459864,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,"Zhao, Xiran Jay",,"=""0735269939""","=""9780735269934""",5,4.04,Penguin Teen,Hardcover,394,2021,2021,2024/01/02,2024/01/02,"couldnot-put-down, make-into-videogame","couldnot-put-down (#13), make-into-videogame (#3)",read,"What a triumph! I remember when Xiran Jay Zhao first uploaded their Mulan 2020 rant and suddenly dropped how they were also an author releasing this book. I was instantly intrigued by its premise and though it took me a while to pick it up (a la waiting for the library to have it), once I did, *Iron Widow* was impossible to put down. Zhao knows how to end each chapter with a mini cliffhanger; I had an intense need to know what happens next, and the story flows well. The first chapter especially sets up so many elements carried throughout the pages, and I loved how unexpectedly funny the dialogue and chapter titles are. I found a lot of my tweens/early teens mentality in Wu Zetian's pov. Shared female experiences weave so well with this sci-fi historical setting. Deserves all the praise it receives. The only note (a microscopic note if you will) I can possibly write about is within the Epilogue. No spoilers; I'll just say that the final twist stretched my suspension of disbelief a little too far. Shattered even. The set up is there, no doubt. I'm just worried the grounded feminist themes are going to get muddled in Book 2 because of this new development, but we'll see what Zhao does. Probably something that will make me eat my words.",,,1,0
35702241,"The Shadows Between Us (The Shadows Between Us, #1)",Tricia Levenseller,"Levenseller, Tricia",,"=""1250189969""","=""9781250189967""",4.5,3.83,Feiwel and Friends,Hardcover,326,2020,2020,2023/08/10,2023/08/07,"couldnot-put-down, top-5-2023","couldnot-put-down (#5), top-5-2023 (#5)",read,"4.5 ⭐<br/><br/>Layers and layers of quality tension. I was on fire for the entire novel. I found myself rooting for Alessandra at every deceptive turn, and I thoroughly enjoyed when others did it right back to her just to see how she got out of a frustrating situation. As Alessandra and Kallias get closer, I loved how there were multiple reasons why they shouldn't and their forbidden romance is a nice and natural slow burn too. Even when the assassin against the king's life is revealed, I figured out the person but was genuinely surprised by the added why rather than just the who. I give 4.5 stars instead of 5 because there is one part of the book I would have changed if I had written it (will not spoil what for y'all), but I still think that what does happen is anxiety-inducing enough to warrant the decision. I also don't understand fully why this should be a series. I'm really glad for more content and there are loose threads within the background of this story that can be explored further, but I'm also very satisfied with the happy ending.",,,1,0
60717747,"Half a Soul (Regency Faerie Tales, #1)",Olivia Atwater,"Atwater, Olivia",,"=""""","=""9780316462808""",4,4.06,Orbit,Kindle Edition,304,2022,2020,2023/12/11,2023/09/12,"reader-suggested, couldnot-put-down, make-into-videogame, top-5-2023","reader-suggested (#6), couldnot-put-down (#11), make-into-videogame (#1), top-5-2023 (#4)",read,"If you love Jane Austen-esque stories about fancy ballrooms, conspiring aunts, and breaking etiquette all wrapped in a flair of magic, you're in the right place. I certainly am. Half a Soul delivers a grounded magical story within Regency England, reminding me most of Pride & Prejudice and Howl's Moving Castle. Dora is the only person who can match wits with Lord Sorcier Elias because of her faerie-cursed condition, and the two find themselves constantly in each other's company to the dismay of everyone else who are within the confines of propriety. I love how their relationship naturally blossoms from a rude introduction to sudden allies, friends, and then lovers. I love how his very presence is often unexpected and pleasing to both the reader and to Dora, and I love how the characters outside of their dynamic hinder or help their cause. The book is concise though, which isn't a drawback until the very end, when the final battle becomes underwhelming by how quickly it passes by. Elias is the Lord Sorcier. Let the man unleash his full power. Make him a little scary so he has the same sense of hesitation and fear as Dora does when their feelings are revealed. The writing style itself is a little stilted in the beginning too, which is fine when Dora doesn't have the same emotional capacity as everyone else, but she has her full soul in the first chapter so I wished the writing reflected that. All in all though, I thoroughly enjoyed this recommendation and I am very interested in reading her other Regency Faerie Tales.",,,1,0
44084762,"Our Violent Ends (These Violent Delights, #2)",Chloe Gong,"Gong, Chloe",,"=""1529344565""","=""9781529344561""",5,4.29,Hodder & Stoughton,Hardcover,494,2021,2021,2023/10/03,2023/09/27,"books-that-made-me-cry, couldnot-put-down, top-5-2023","books-that-made-me-cry (#2), couldnot-put-down (#6), top-5-2023 (#3)",read,"This is everything I ever wanted in a duology showstopper. At first, I still held true to my Book 1 opinion that These Violent Delights could be one large book with the plot threads merged together (since the Lords make Roma and Juliette work together again almost immediately). But the more I kept reading and the more I got hooked, I'm very glad this book is as full and vibrant as it is. All of the character moments are amazing, the plot continously escalates and makes me fearfully look at my wall, and I love--absolutely love--how Gong uses her 3rd person omniscient pov to its creative strengths.",,,1,0
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",4.5,3.86,Saga Press,ebook,209,2019,2019,2023/12/26,2023/12/21,couldnot-put-down,couldnot-put-down (#12),read,"4.5 ⭐<br/><br/>This was such a wild ride! Filled to the brim with poetics, danger, and letters. If the first chapter throws you off, do not despair--the world, characters, and actions make more sense as you continue forward. I can see myself annotating this book for hours, and I found the same enjoyment reading this as I do reading Ray Bradbury or Aldous Huxley's work. The only force pushing back a 5/5 is how the transition from enemies to lovers doesn't have the same build up as in other stories. At least in my experience, they say they love each other and there's at least one action Blue takes to prove it right before the confession but it's not enough to convince me of its legitimacy. I still root for them throughout; I just found that most of their longing for each other is unearned.",,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",5,3.98,Scholastic Press,Kindle Edition,541,2020,2020,2023/12/23,2023/12/18,,,read,"Suzanne Collins dropped the best villain origin story and I completely ignored this book until the movie released. Heavy internal monologue is exactly what we needed to understand Coriolanus as his worldview is challenged, changed, and returned. His descent is natural, well-paced, and you still fear him by the end (which is where most villain origin stories fail). It was really fun placed into the Capitol mindset in comparison to what we know from the original trilogy, and all of the main characters are intriguing with how they pull and push Coriolanus forward. An obvious must-read if you liked The Hunger Games and every interaction Katniss had with President Snow. I'm personally never over when he says, “Oh, my dear Miss Everdeen. I thought we had an agreement not to lie to each other”.",,,1,0
58470171,"Kingdom of the Feared (Kingdom of the Wicked, #3)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316342084""","=""9780316342087""",4,3.86,"Little, Brown Books for Young Readers",Kindle Edition,417,2022,2022,2023/12/19,2023/12/14,,,read,"Maniscalco surprised me with her final book in this series. Incorporating the Feared was a bold choice and not all of the plot points struck interest (specifically Vesta's murder mystery) but I'm glad for the book's exciting fights and dare-I-say-heartfelt ending. Wrath and Emilia's relationship has completely transformed at this point and you root for them to break their curse. I love how Envy becomes an ally/friend, and Vittoria was by far the most interesting to interact with. I don't mind that there are a few 'loose' ends because as Sloth says, there's always more after a story's close, and that is definitely true for our main character Emilia. When I picked up the first book, I didn't know this was a steamy romance but after finishing the series, I can see myself reading more books in the same genre and maybe even Maniscalco's Stalking Jack the Ripper series.",,,1,0
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",0,4.19,Tor Books,Mass Market Paperback,800,1990,1990,,2023/12/16,to-read,to-read (#17),to-read,,,,0,0
43263520,The Grace Year,Kim Liggett,"Liggett, Kim",,"=""1250145449""","=""9781250145444""",5,4.14,Wednesday Books,Hardcover,416,2019,2019,2023/07/14,2023/07/13,"books-that-made-me-cry, couldnot-put-down, top-5-2023, make-into-videogame","books-that-made-me-cry (#1), couldnot-put-down (#2), top-5-2023 (#1), make-into-videogame (#2)",read,"I. Love. This. Book. I cannot overstate how much I love this book so let me try to explain why:<br/><br/>I love how daring this story is. It's unapologetic about its patriarchal structure and how it reflects our own, and I'm shocked at how Liggett somehow weaves every story thread across the entire narrative, dangles those mysterious just above your fingertips, and then reveals everything just as they need to, in their own natural timing. Hardly anything feels wasted despite its 400+ pages. Everything matters. And the themes around womanhood, religion, and love worked well for me (especially as a Christian myself). It feels like a genuine classic collided with the contemporary writing of YA/NA books.<br/><br/>I love how things go wrong and stay wrong. Even in my own writing, it's difficult for me to present real danger (or at least what I consider real danger since I know the entire fate of these characters when I'm an author and not a reader) but Liggett doesn't back down. People die and stay dead. People get hurt and take time to recover. People are cruel and become even crueler. I haven't felt genuine fear for the main character's situation in a long time. I never knew what was going to happen next, and yet everything that did happen made sense once they did, once my eyes were opened to them.<br/><br/>I love that this is a single novel too, even titled with "": a Novel"", since this could so easily be a series if the author wanted to. But either Liggett didn't want to or held a lot of restraint because I think this is the first YA-marketed book I've read that holds the message of small steps forward and actually commits to it. I won't spoil this book for you, so I'll just say that Tierney does exactly what I say: takes action where she can and for those after her.<br/><br/>Please go read this book. I can talk about every facet and once I have nothing left to say, I'll just hand you a small crimpled red flower with five petals.",,,1,0
917220,"The Last Unicorn (Last Unicorn, #1)",Peter S. Beagle,"Beagle, Peter S.",,"=""034532384X""","=""9780345323842""",0,4.16,Del Rey,Mass Market Paperback,248,1982,1968,,2023/12/13,to-read,to-read (#16),to-read,,,,0,0
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",5,4.13,Feiwel & Friends,Hardcover,400,2012,2012,2023/10/22,2023/09/02,"reader-suggested, couldnot-put-down, top-5-2023","reader-suggested (#1), couldnot-put-down (#7), top-5-2023 (#2)",read,"This is a great time with moments of humor, heartbreak, and so much worry. I'd say on par with ""Ever After"" in terms of the best Cinderella story. The author takes great strides in creating a believable sci-fi future and how the characters interweave with their world. Cinder is exactly the kind of heroine you'd root for. There were several times when Cinder surprised me when she took action that made the plot bend to her in unexpected ways. The only real note I have is the story is very much written in the early 2010's (published in 2012 what do you expect) soooooo Cinder does discover a lot of chosen-one energy in three waves by the end of the book. However, these discoveries are well executed with plenty of foreshadowing and payoff. I very much look forward to assembling a Sailor Moon-esque team in the remaining series.",,,1,0
57789637,"Daughter of the Moon Goddess (The Celestial Kingdom, #1)",Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,"=""0063031302""","=""9780063031302""",4,4.08,Harper Voyager,Hardcover,503,2022,2022,2023/11/26,2023/11/26,reader-suggested,reader-suggested (#8),read,"I absolutely loved the world, the characters, and the constant stakes that elevated tension or surprised me. Xingyin risks her life often for her goal, and every time, the story didn't offer plot armor or make anything linear/easy. Made me want to reevaluate my own fight scenes and how to include that same feeling of uncertainty and dread. There are a few instances where some actions didn't align well with their characters, or at least, weren't explained enough for me to be convinced. A second book is fun to explore more of the unseen consequences, but I wish this was a standalone. The main character even narrates how her journey has come full circle, so I don't feel all that compelled to read the second.",,,1,0
52772417,"Kingdom of the Cursed (Kingdom of the Wicked, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""1529350506""","=""9781529350500""",4,4.10,Hodder & Stoughton,Hardcover,437,2021,2021,2023/11/15,2023/11/17,,,read,"Well I read the second, and I raise it 1 star above the first. I've never spoken over an audiobook more than this series, but at least it holds my attention and gets a genuine response out of me. Lots of good payoffs, juicy moments with wicked demons, interesting hinderances, and an unnecessary fade to black at the very end even though they have at least two real explicit sex scenes before doing it ""traditional"" style.",true,,1,0
48842190,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,"=""1250768896""","=""9781250768896""",5,4.24,Square Fish,Paperback,454,2020,2013,2023/10/31,2023/10/30,"reader-suggested, couldnot-put-down","reader-suggested (#7), couldnot-put-down (#8)",read,"Best Red Riding Hood retelling ever. Mystery and intrigue right out the gate, and the new characters introduced held my attention just as much as the established ones. The relationship between Wolf and Scarlet is exactly what a monster-lover would want (tagging myself here), and even though his true nature isn't all that subtle, I don't think the author is trying to trick you on that front. In fact, how Meyers intertwines the supernatural with sci-fi and foreshadowing is a great strength here. I'm impatiently waiting for the library to give me Book 3.",,,1,0
